Industry,Company,Financial_Metric,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,Heavy_Investment_Years
infrastructure,IRB,Net Cash Flow,,-99,186,2,-133,9,-79,66,165,211,-601,253,-68,-64.59090909,
infrastructure,LT,Net Cash Flow,,-1075.22727,483,1759,-613,-245,3254,-338,4658,2049,397,3156,-4968,200,"2016, 2017, 2019, 2020"
infrastructure,NCC,Net Cash Flow,,7,-75,129,37,-129,-56,143,-105,77,75,16,270,238.3409090451896,
infrastructure,Net Cash Flow,Net Cash Flow-Average,,-387.1818176,-73.5,600.5,-217.5,-83.75,883,-141.25,1467.25,219.5,29.25,1098.75,-1085.5,143.93749998765998,
infrastructure,Net Cash Flow,Net Cash Flow-Median,,-240.2500001,55.5,320.5,-147,-60,178.5,-136,658,144,160.5,611.5,101,201,
IT,HCLTECH,OCF,2675.090908765793,3494.3636360168457,6457,5539,3823,8995,8328,8971,13359,19618,16900,18009,22448,22261,"2014, 2015, 2018, 2019, 2020, 2023, 2024, 2025"
IT,INFY,OCF,8414.124123930931,8468.704543948174,9825,8353,10028,11531,13218,14841,17003,23224,23885,22467,25210,35694,"2017, 2021, 2022, 2024"
IT,LTIM,OCF,939.5856635570526,759.88636302948,628,642,858,1170,844,1395,1644,2400,3251,3095,5670,4546,2020
IT,MPHASIS,OCF,10.610139792785048,154.4772726809606,198,616,731,664,723,950,1321,1455,1716,1462,2180,1905,
IT,PERSISTENT,OCF,337.57517470419407,295.5681817308068,281,312,254,286,421,432,352,736,845,956,1221,1157,
IT,TATAELXSI,OCF,62,38,129,143,177.2321428656578,220.63690478354687,269.83928575553,324.83928577788174,385.6369048543274,452.2321429811418,524.6250001601875,602.8154763896018,686.8035716712475,776.5892860051244,
IT,TCS,OCF,9162.491258382795,12022.113636091352,14751,19369,19109,25223,25067,28593,32369,38802,39949,41965,44338,48908,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2021"
IT,TECHM,OCF,-411.1730756,593.2954556643963,1596,2448,3137,4071,3554,4432,4358,8094,5285,5572,6376,5786,"2018, 2019"
IT,WIPRO,OCF,6451.435313999653,6721.2045449614525,6790,7840,7887,9277,8423,11632,10064,14755,11080,13060,17622,16943,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2022, 2023, 2025"
IT,OCF,OCF-Average,3071.3043897307166,3616.4015149026072,4517.222222222223,5029.111111111111,5111.581349207296,6826.404100531505,6760.871031750615,7952.315476197542,8983.959656094925,12170.692460331238,11492.84722224002,11909.86838626551,13972.422619074585,15330.732142889456,
IT,OCF,OCF-Median,939.5856635570526,759.88636302948,1596,2448,3137,4071,3554,4432,4358,8094,5285,5572,6376,5786,
IT,HCLTECH,CAPEX,-2444.358393,-2783.113637,-4842,-2088,-2208,-3890,-2236,-3256,-12332,-5665,1597,-3573,-6608,-4914,"2014, 2015, 2018, 2019, 2020, 2023, 2024, 2025"
IT,INFY,CAPEX,-410.6520993,-1007.750001,-2563,999,-885,-14664,4533,-632,-331,-7373,-6485,-1071,-5093,-1864,"2017, 2021, 2022, 2024"
IT,LTIM,CAPEX,323.0734267681837,211.22727286815643,180,-103,-40,-961,-452,-749,-643,-1657,-1643,-271,-3918,-1729,2020
IT,MPHASIS,CAPEX,-242.1730766,-110.0681816,225,-380,-175,267,507,280,142,-810,-271,196,-2496,44,
IT,PERSISTENT,CAPEX,-35.37062943,-80.54545459,-198,-230,-86,-222,-337,-233,-6,-540,-971,-383,-432,-434,
IT,TATAELXSI,CAPEX,-33,-30,-22,-29,-35.64285713,-41.59523808,-48.69047617,-56.9285714,-66.30952377,-76.83333329,-88.49999995,-101.3095237,-115.2619047,-130.3571428,
IT,TCS,CAPEX,-13564.38811,-11076.86363,-9452,-1807,-5010,-16895,3104,1645,8968,-7956,-738,548,6091,-2144,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2021"
IT,TECHM,CAPEX,902.6713286042212,62.27272719144821,291,-1865,-1453,-2893,-3319,-2104,1081,-5433,480,-226,-1318,-23,"2018, 2019"
IT,WIPRO,CAPEX,-6430.449298,-5424.749999,-284,-2537,-13761,-11770,3595,5065,3593,685,-22321,-8169,1144,-8073,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2022, 2023, 2025"
IT,CAPEX,CAPEX-Average,-2437.182983,-2248.843434,-1851.666667,-893.3333333,-2628.18254,-5674.399471,594.0343915368948,-4.547619044,45.0767195807356,-3202.87037,-3382.277778,-1450.034392,-1416.140212,-2140.81746,
IT,CAPEX,CAPEX-Median,-242.1730766,-110.0681816,-198,-380,-885,-2893,-48.69047617,-233,-6,-1657,-738,-271,-1318,-1729,
IT,HCLTECH,FCF,5119.449301667512,6277.47727330029,11299,7627,6031,12885,10564,12227,25691,25283,15303,21582,29056,27175,"2014, 2015, 2018, 2019, 2020, 2023, 2024, 2025"
IT,INFY,FCF,8824.776223257184,9476.454545021055,12388,7354,10913,26195,8685,15473,17334,30597,30370,23538,30303,37558,"2017, 2021, 2022, 2024"
IT,LTIM,FCF,616.5122367888689,548.6590901613235,448,745,898,2131,1296,2144,2287,4057,4894,3366,9588,6275,2020
IT,MPHASIS,FCF,252.78321641497317,264.5454543000087,-27,996,906,397,216,670,1179,2265,1987,1266,4676,1861,
IT,PERSISTENT,FCF,372.94580413401127,376.1136363185942,479,542,340,508,758,665,358,1276,1816,1339,1653,1591,
IT,TATAELXSI,FCF,95,68,151,172,212.8749999967404,262.2321428619325,318.52976192347705,381.76785717718303,451.9464286277071,529.0654762703925,613.1250001075678,704.1250001383014,802.0654763621278,906.9464287809096,
IT,TCS,FCF,22726.879368186,23098.97727079689,24203,21176,24119,42118,21963,26948,23401,46758,40687,41417,38247,51052,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2021"
IT,TECHM,FCF,-1313.844404,531.0227284729481,1305,4313,4590,6964,6873,6536,3277,13527,4805,5798,7694,5809,"2018, 2019"
IT,WIPRO,FCF,12881.884612321854,12145.954543471336,7074,10377,21648,21047,4828,6567,6471,14070,33401,21229,16478,25016,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2022, 2023, 2025"
IT,FCF,FCF-Average,5508.487373178825,5865.244949093606,6368.888888888889,5922.444444444444,7739.763888888527,12500.803571429104,6166.83664021372,7956.863095241909,8938.88293651419,15373.56283069671,14875.125000011953,13359.902777793144,15388.562830706904,17471.54960319788,
IT,FCF,FCF-Median,616.5122367888689,548.6590901613235,1305,4313,4590,6964,4828,6536,3277,13527,4894,5798,9588,6275,
IT,HCLTECH,FCF_Rank,14,12,9,11,13,7,10,8,3,4,6,5,1,2,"2014, 2015, 2018, 2019, 2020, 2023, 2024, 2025"
IT,INFY,FCF_Rank,12,11,9,18,10,5,13,8,7,2,3,6,4,1,"2017, 2021, 2022, 2024"
IT,LTIM,FCF_Rank,16,17,18,15,13,8,11,7,6,4,3,5,1,2,2020
IT,MPHASIS,FCF_Rank,16,15,18,7,8,12,17,9,6,2,3,5,1,4,
IT,PERSISTENT,FCF_Rank,16,15,11,8,18,10,6,7,17,5,1,4,2,3,
IT,TATAELXSI,FCF_Rank,14,16,12,11,10,9,8,7,6,5,4,3,2,1,
IT,TCS,FCF_Rank,15,13,8,18,9,3,17,7,11,2,5,4,6,1,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2021"
IT,TECHM,FCF_Rank,14,13,12,10,9,3,4,5,11,1,8,7,2,6,"2018, 2019"
IT,WIPRO,FCF_Rank,12,13,15,14,3,5,18,16,17,10,1,4,8,2,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2022, 2023, 2025"
IT,FCF_Rank,FCF_Rank-Average,14.333333333333334,13.88888888888889,12.444444444444445,12.444444444444445,10.333333333333334,6.888888888888889,11.555555555555555,8.222222222222221,9.333333333333334,3.888888888888889,3.7777777777777777,4.777777777777778,3,2.4444444444444446,
IT,FCF_Rank,FCF_Rank-Median,14,13,12,11,10,7,11,7,7,4,3,5,2,2,
IT,HCLTECH,Financing_CF,-2564.026218,-2089.704541,-1308,-3140,-2237,-4517,-5714,-1471,-3168,-11192,-14508,-15881,-15464,-18561,"2014, 2015, 2018, 2019, 2020, 2023, 2024, 2025"
IT,INFY,Financing_CF,4369.749997615814,923.6590891480446,-3144,-4935,-6813,-6939,-20505,-14512,-17591,-9786,-24642,-26695,-17504,-24161,"2017, 2021, 2022, 2024"
IT,LTIM,Financing_CF,-1345.685314,-1011.181818,-769,-497,-817,-33,-408,-594,-890,-509,-1680,-1932,-2269,-2574,2020
IT,MPHASIS,Financing_CF,186.10664298385385,-63.0681821,-429,-186,-568,-710,-1380,-1342,-825,-861,-1389,-1440,77,-1756,
IT,PERSISTENT,Financing_CF,-245.4650347,-174.8636362,-50,-66,-127,-58,-96,-160,-329,-144,182,-404,-594,-628,
IT,TATAELXSI,Financing_CF,-23,-11,-79,-32,-38.50000002,-34.00000003,-27.50000004,-19.00000006,-8.500000076,3.9999999036081135,18.499999881722037,34.99999985890463,53.4999998328276,73.99999980488792,
IT,TCS,Financing_CF,3784.44230684638,-1067.977273,-5673,-17168,-9666,-11026,-26885,-27897,-39915,-32634,-33581,-47878,-48536,-47438,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2021"
IT,TECHM,Financing_CF,83.38461542129517,-140.9090909,-972,-829,-496,-1571,-269,-2251,-4466,-2987,-4667,-5078,-4767,-5799,"2018, 2019"
IT,WIPRO,Financing_CF,3000.522723853588,957.2499974966048,-3570,-830,-159,-2275,-12998,-4937,-15100,-12884,4659,-6088,-18257,-6396,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2022, 2023, 2025"
IT,Financing_CF,Financing_CF-Average,805.1144132709337,-297.5328283,-1777.111111,-3075.888889,-2324.611111,-3018.111111,-7586.944444,-5909.222222,-9143.611111,-7888.111111,-8400.833333,-11706.77778,-11917.83333,-11915.44444,
IT,Financing_CF,Financing_CF-Median,83.38461542129517,-140.9090909,-972,-829,-568,-1571,-1380,-1471,-3168,-2987,-1680,-5078,-4767,-5799,
IT,HCLTECH,Net,-2333.571676,-1378.704544,307,311,-623,588,378,4244,-2141,2761,3989,-1445,376,-1214,"2014, 2015, 2018, 2019, 2020, 2023, 2024, 2025"
IT,INFY,Net,12373.2220287323,8384.613637447357,4118,4417,2330,-10072,-2754,-303,-919,6065,-7242,-5299,2613,9669,"2017, 2021, 2022, 2024"
IT,LTIM,Net,-81.72902094,-39.02272725,40,42,2,176,-16,52,110,234,-73,892,-518,242,2020
IT,MPHASIS,Net,-45.78671325,-18.95454543,-7,50,-12,221,-149,-112,638,-217,56,217,-239,194,
IT,PERSISTENT,Net,56.79020978324115,40.18181817606092,33,16,41,6,-12,39,16,52,56,169,196,94,
IT,TATAELXSI,Net,6,-4,28,82,102.69642859138548,144.48214289173484,192.89880957081917,247.9464286379516,309.62500008940697,377.93452391959727,452.8750001378357,534.4464287385345,622.6488097198308,717.4821430873126,
IT,TCS,Net,-617.4545444,-122.7272718,-374,394,4433,-2698,1286,2341,1422,-1788,5630,-5365,1893,-674,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2021"
IT,TECHM,Net,574.4230770934373,514.4090910162777,915,-246,1188,-392,-35,77,974,-326,1098,267,291,-37,"2018, 2019"
IT,WIPRO,Net,3021.751747459173,2254.1363629102707,2936,4474,-6032,-4767,-979,11760,-1442,2556,-6583,-1197,509,2473,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2022, 2023, 2025"
IT,Net,Net-Average,1439.2939009563995,1069.9924246127614,888.4444444444445,1060,158.85515873237617,-1865.946429,-232.0112434,2038.4384920708835,-114.7083333,1079.4371693243995,-290.6805555,-1247.394841,638.1832010799812,1273.8313492319237,
IT,Net,Net-Median,6,-4,40,82,41,6,-16,77,110,234,56,169,376,194,
IT,HCLTECH,Heavy_Investment_Flag,0,0,1,1,0,0,1,1,1,0,0,1,1,1,"2014, 2015, 2018, 2019, 2020, 2023, 2024, 2025"
IT,INFY,Heavy_Investment_Flag,0,0,0,0,0,1,0,0,0,1,1,0,1,0,"2017, 2021, 2022, 2024"
IT,LTIM,Heavy_Investment_Flag,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2020
IT,MPHASIS,Heavy_Investment_Flag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IT,PERSISTENT,Heavy_Investment_Flag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IT,TATAELXSI,Heavy_Investment_Flag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IT,TCS,Heavy_Investment_Flag,1,1,1,0,1,1,0,0,0,1,0,0,0,0,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2021"
IT,TECHM,Heavy_Investment_Flag,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"2018, 2019"
IT,WIPRO,Heavy_Investment_Flag,1,1,0,1,1,0,0,0,0,0,1,1,0,1,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2022, 2023, 2025"
IT,Heavy_Investment_Flag,Heavy_Investment_Flag-Average,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,
IT,Heavy_Investment_Flag,Heavy_Investment_Flag-Median,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
IT,HCLTECH,Cash from Operating Activity,2675.090908765793,3494.3636360168457,6457,5539,3823,8995,8328,8971,13359,19618,16900,18009,22448,22261,"2014, 2015, 2018, 2019, 2020, 2023, 2024, 2025"
IT,INFY,Cash from Operating Activity,8414.124123930931,8468.704543948174,9825,8353,10028,11531,13218,14841,17003,23224,23885,22467,25210,35694,"2017, 2021, 2022, 2024"
IT,LTIM,Cash from Operating Activity,939.5856635570526,759.88636302948,628,642,858,1170,844,1395,1644,2400,3251,3095,5670,4546,2020
IT,MPHASIS,Cash from Operating Activity,10.610139792785048,154.4772726809606,198,616,731,664,723,950,1321,1455,1716,1462,2180,1905,
IT,PERSISTENT,Cash from Operating Activity,337.57517470419407,295.5681817308068,281,312,254,286,421,432,352,736,845,956,1221,1157,
IT,TATAELXSI,Cash from Operating Activity,62,38,129,143,177.2321428656578,220.63690478354687,269.83928575553,324.83928577788174,385.6369048543274,452.2321429811418,524.6250001601875,602.8154763896018,686.8035716712475,776.5892860051244,
IT,TCS,Cash from Operating Activity,9162.491258382795,12022.113636091352,14751,19369,19109,25223,25067,28593,32369,38802,39949,41965,44338,48908,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2021"
IT,TECHM,Cash from Operating Activity,-411.1730756,593.2954556643963,1596,2448,3137,4071,3554,4432,4358,8094,5285,5572,6376,5786,"2018, 2019"
IT,WIPRO,Cash from Operating Activity,6451.435313999653,6721.2045449614525,6790,7840,7887,9277,8423,11632,10064,14755,11080,13060,17622,16943,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2022, 2023, 2025"
IT,Cash from Operating Activity,Cash from Operating Activity-Average,3071.3043897307166,3616.4015149026072,4517.222222222223,5029.111111111111,5111.581349207296,6826.404100531505,6760.871031750615,7952.315476197542,8983.959656094925,12170.692460331238,11492.84722224002,11909.86838626551,13972.422619074585,15330.732142889456,
IT,Cash from Operating Activity,Cash from Operating Activity-Median,939.5856635570526,759.88636302948,1596,2448,3137,4071,3554,4432,4358,8094,5285,5572,6376,5786,
IT,HCLTECH,Cash from Investing Activity,-2444.358393,-2783.113637,-4842,-2088,-2208,-3890,-2236,-3256,-12332,-5665,1597,-3573,-6608,-4914,"2014, 2015, 2018, 2019, 2020, 2023, 2024, 2025"
IT,INFY,Cash from Investing Activity,-410.6520993,-1007.750001,-2563,999,-885,-14664,4533,-632,-331,-7373,-6485,-1071,-5093,-1864,"2017, 2021, 2022, 2024"
IT,LTIM,Cash from Investing Activity,323.0734267681837,211.22727286815643,180,-103,-40,-961,-452,-749,-643,-1657,-1643,-271,-3918,-1729,2020
IT,MPHASIS,Cash from Investing Activity,-242.1730766,-110.0681816,225,-380,-175,267,507,280,142,-810,-271,196,-2496,44,
IT,PERSISTENT,Cash from Investing Activity,-35.37062943,-80.54545459,-198,-230,-86,-222,-337,-233,-6,-540,-971,-383,-432,-434,
IT,TATAELXSI,Cash from Investing Activity,-33,-30,-22,-29,-35.64285713,-41.59523808,-48.69047617,-56.9285714,-66.30952377,-76.83333329,-88.49999995,-101.3095237,-115.2619047,-130.3571428,
IT,TCS,Cash from Investing Activity,-13564.38811,-11076.86363,-9452,-1807,-5010,-16895,3104,1645,8968,-7956,-738,548,6091,-2144,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2021"
IT,TECHM,Cash from Investing Activity,902.6713286042212,62.27272719144821,291,-1865,-1453,-2893,-3319,-2104,1081,-5433,480,-226,-1318,-23,"2018, 2019"
IT,WIPRO,Cash from Investing Activity,-6430.449298,-5424.749999,-284,-2537,-13761,-11770,3595,5065,3593,685,-22321,-8169,1144,-8073,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2022, 2023, 2025"
IT,Cash from Investing Activity,Cash from Investing Activity-Average,-2437.182983,-2248.843434,-1851.666667,-893.3333333,-2628.18254,-5674.399471,594.0343915368948,-4.547619044,45.0767195807356,-3202.87037,-3382.277778,-1450.034392,-1416.140212,-2140.81746,
IT,Cash from Investing Activity,Cash from Investing Activity-Median,-242.1730766,-110.0681816,-198,-380,-885,-2893,-48.69047617,-233,-6,-1657,-738,-271,-1318,-1729,
IT,HCLTECH,Cash from Financing Activity,-2564.026218,-2089.704541,-1308,-3140,-2237,-4517,-5714,-1471,-3168,-11192,-14508,-15881,-15464,-18561,"2014, 2015, 2018, 2019, 2020, 2023, 2024, 2025"
IT,INFY,Cash from Financing Activity,4369.749997615814,923.6590891480446,-3144,-4935,-6813,-6939,-20505,-14512,-17591,-9786,-24642,-26695,-17504,-24161,"2017, 2021, 2022, 2024"
IT,LTIM,Cash from Financing Activity,-1345.685314,-1011.181818,-769,-497,-817,-33,-408,-594,-890,-509,-1680,-1932,-2269,-2574,2020
IT,MPHASIS,Cash from Financing Activity,186.10664298385385,-63.0681821,-429,-186,-568,-710,-1380,-1342,-825,-861,-1389,-1440,77,-1756,
IT,PERSISTENT,Cash from Financing Activity,-245.4650347,-174.8636362,-50,-66,-127,-58,-96,-160,-329,-144,182,-404,-594,-628,
IT,TATAELXSI,Cash from Financing Activity,-23,-11,-79,-32,-38.50000002,-34.00000003,-27.50000004,-19.00000006,-8.500000076,3.9999999036081135,18.499999881722037,34.99999985890463,53.4999998328276,73.99999980488792,
IT,TCS,Cash from Financing Activity,3784.44230684638,-1067.977273,-5673,-17168,-9666,-11026,-26885,-27897,-39915,-32634,-33581,-47878,-48536,-47438,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2021"
IT,TECHM,Cash from Financing Activity,83.38461542129517,-140.9090909,-972,-829,-496,-1571,-269,-2251,-4466,-2987,-4667,-5078,-4767,-5799,"2018, 2019"
IT,WIPRO,Cash from Financing Activity,3000.522723853588,957.2499974966048,-3570,-830,-159,-2275,-12998,-4937,-15100,-12884,4659,-6088,-18257,-6396,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2022, 2023, 2025"
IT,Cash from Financing Activity,Cash from Financing Activity-Average,805.1144132709337,-297.5328283,-1777.111111,-3075.888889,-2324.611111,-3018.111111,-7586.944444,-5909.222222,-9143.611111,-7888.111111,-8400.833333,-11706.77778,-11917.83333,-11915.44444,
IT,Cash from Financing Activity,Cash from Financing Activity-Median,83.38461542129517,-140.9090909,-972,-829,-568,-1571,-1380,-1471,-3168,-2987,-1680,-5078,-4767,-5799,
IT,HCLTECH,Net Cash Flow,-2333.571676,-1378.704544,307,311,-623,588,378,4244,-2141,2761,3989,-1445,376,-1214,"2014, 2015, 2018, 2019, 2020, 2023, 2024, 2025"
IT,INFY,Net Cash Flow,12373.2220287323,8384.613637447357,4118,4417,2330,-10072,-2754,-303,-919,6065,-7242,-5299,2613,9669,"2017, 2021, 2022, 2024"
IT,LTIM,Net Cash Flow,-81.72902094,-39.02272725,40,42,2,176,-16,52,110,234,-73,892,-518,242,2020
IT,MPHASIS,Net Cash Flow,-45.78671325,-18.95454543,-7,50,-12,221,-149,-112,638,-217,56,217,-239,194,
IT,PERSISTENT,Net Cash Flow,56.79020978324115,40.18181817606092,33,16,41,6,-12,39,16,52,56,169,196,94,
IT,TATAELXSI,Net Cash Flow,6,-4,28,82,102.69642859138548,144.48214289173484,192.89880957081917,247.9464286379516,309.62500008940697,377.93452391959727,452.8750001378357,534.4464287385345,622.6488097198308,717.4821430873126,
IT,TCS,Net Cash Flow,-617.4545444,-122.7272718,-374,394,4433,-2698,1286,2341,1422,-1788,5630,-5365,1893,-674,"2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2021"
IT,TECHM,Net Cash Flow,574.4230770934373,514.4090910162777,915,-246,1188,-392,-35,77,974,-326,1098,267,291,-37,"2018, 2019"
IT,WIPRO,Net Cash Flow,3021.751747459173,2254.1363629102707,2936,4474,-6032,-4767,-979,11760,-1442,2556,-6583,-1197,509,2473,"2008, 2009, 2010, 2011, 2012, 2013, 2015, 2016, 2022, 2023, 2025"
IT,Net Cash Flow,Net Cash Flow-Average,1439.2939009563995,1069.9924246127614,888.4444444444445,1060,158.85515873237617,-1865.946429,-232.0112434,2038.4384920708835,-114.7083333,1079.4371693243995,-290.6805555,-1247.394841,638.1832010799812,1273.8313492319237,
IT,Net Cash Flow,Net Cash Flow-Median,6,-4,40,82,41,6,-16,77,110,234,56,169,376,194,
Metals,COALINDIA,OCF,,14500.545451283457,14525,14382,13154,16461,21115,16356,4977,10592,41107,35734,18103,29200,"2018, 2022, 2023"
Metals,HINDALCO,OCF,,2977,7956,7143,11688,12687,10898,11977,12745,17232,16838,19208,24056,23935.477271705862,"2013, 2014, 2021, 2024, 2025"
Metals,JSWSTEEL,OCF,,5844,2594,7876,6897,7888,12379,14633,12785,18789,26270,23323,12078,20696.909091234207,"2015, 2019, 2020, 2022, 2024"
Metals,NMDC,OCF,,3097,3734,3999,2502,2109,3376,4002,2126,7266,6942,1838,7395,7108.954545170069,
Metals,SAIL,OCF,,2823,6313,2579,4043,2160,6164,7215,-618,23430,30987,-5290,2911,6511.522730350494,2017
Metals,TATASTEEL,OCF,,84.2954580783844,13146,11880,11455,10824,8023,25336,20169,44327,44381,21683,20301,23512,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023"
Metals,VEDL,OCF,,17214.681814074516,15601,17805,20377,18083,17366,23754,19300,23980,34963,33065,35654,39562,"2016, 2025"
Metals,OCF,OCF-Average,,6648.646103348051,9124.142857142857,9380.57142857143,10016.57142857143,10030.285714285714,11331.57142857143,14753.285714285714,10212,20802.285714285717,28784,18508.714285714286,17214,21503.837662637237,
Metals,OCF,OCF-Median,,3097,7956,7876,11455,10824,10898,14633,12745,18789,30987,21683,18103,23512,
Metals,COALINDIA,CAPEX,,13333.11363530159,8580,894,8154,455,-7747,-7896,1033,182,-25715,-23465,-4486,-10076,"2018, 2022, 2023"
Metals,HINDALCO,CAPEX,,-13801,-8095,-3873,-3220,-2876,5333,-5456,-7227,-25280,-6773,-7559,-14267,-20092.5,"2013, 2014, 2021, 2024, 2025"
Metals,JSWSTEEL,CAPEX,,-5433,-5618,-7372,-3857,-5094,-4529,-11387,-19589,-7702,-14748,-10730,-14467,-15693.04545,"2015, 2019, 2020, 2022, 2024"
Metals,NMDC,CAPEX,,659,3444,-517,3645,5171,-1865,-789,-313,-4316,-3214,202,-6076,-6232.795454,
Metals,SAIL,CAPEX,,-8317,-7488,-6292,-4805,-5467,-6480,-3694,-4261,-3295,-3976,-3371,-4261,-4097.75,2017
Metals,TATASTEEL,CAPEX,,-9987.409093,-15378,-9021,-8794,-9490,-11730,-29176,-14012,-9437,-10905,-18179,-14253,-14173,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023"
Metals,VEDL,CAPEX,,-8043.999991,-2890,-4133,-7868,2681,15480,-10594,-5925,-6678,-2243,-668,-13676,-19190,"2016, 2025"
Metals,CAPEX,CAPEX-Average,,-4512.89935,-3920.714286,-4330.571429,-2392.142857,-2088.571429,-1648.285714,-9856,-7184.857143,-8075.142857,-9653.428571,-9110,-10212.28571,-12793.58442,
Metals,CAPEX,CAPEX-Median,,-8043.999991,-5618,-4133,-3857,-2876,-4529,-7896,-5925,-6678,-6773,-7559,-13676,-14173,
Metals,COALINDIA,FCF,,1167.431815981865,5945,13488,5000,16006,28862,24252,3944,10410,66822,59199,22589,39276,"2018, 2022, 2023"
Metals,HINDALCO,FCF,,16778,16051,11016,14908,15563,5565,17433,19972,42512,23611,26767,38323,44027.977268368006,"2013, 2014, 2021, 2024, 2025"
Metals,JSWSTEEL,FCF,,11277,8212,15248,10754,12982,16908,26020,32374,26491,41018,34053,26545,36389.95454611629,"2015, 2019, 2020, 2022, 2024"
Metals,NMDC,FCF,,2438,290,4516,-1143,-3062,5241,4791,2439,11582,10156,1636,13471,13341.749999523165,
Metals,SAIL,FCF,,11140,13801,8871,8848,7627,12644,10909,3643,26725,34963,-1919,7172,10609.272730529308,2017
Metals,TATASTEEL,FCF,,10071.704551011324,28524,20901,20249,20314,19753,54512,34181,53764,55286,39862,34554,37685,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023"
Metals,VEDL,FCF,,25258.68180525303,18491,21938,28245,15402,1886,34348,25225,30658,37206,33733,49330,58752,"2016, 2025"
Metals,FCF,FCF-Average,,11161.54545317803,13044.857142857143,13711.142857142857,12408.714285714286,12118.857142857143,12979.857142857143,24609.285714285717,17396.85714285714,28877.42857142857,38437.42857142857,27618.714285714286,27426.285714285717,34297.422077790965,
Metals,FCF,FCF-Median,,11140,13801,13488,10754,15402,12644,24252,19972,26725,37206,33733,26545,37685,
Metals,COALINDIA,FCF_Rank,,13,10,8,11,7,4,5,12,9,1,2,6,3,"2018, 2022, 2023"
Metals,HINDALCO,FCF_Rank,,8,9,12,11,10,13,7,6,2,5,4,3,1,"2013, 2014, 2021, 2024, 2025"
Metals,JSWSTEEL,FCF_Rank,,11,13,9,12,10,8,7,4,6,1,3,5,2,"2015, 2019, 2020, 2022, 2024"
Metals,NMDC,FCF_Rank,,9,11,7,12,13,5,6,8,3,4,10,1,2,
Metals,SAIL,FCF_Rank,,5,3,8,9,10,4,6,12,2,1,13,11,7,2017
Metals,TATASTEEL,FCF_Rank,,13,8,9,11,10,12,2,7,3,1,4,6,5,"2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2023"
Metals,VEDL,FCF_Rank,,8,11,10,7,12,13,4,9,6,3,5,2,1,"2016, 2025"
Metals,FCF_Rank,FCF_Rank-Average,,9.571428571428571,9.285714285714286,9,10.428571428571429,10.285714285714286,8.428571428571429,5.285714285714286,8.285714285714286,4.428571428571429,2.2857142857142856,5.857142857142857,4.857142857142857,3,
Metals,FCF_Rank,FCF_Rank-Median,,9,10,9,11,10,8,6,8,3,1,4,5,2,
Metals,COALINDIA,Financing_CF,,-28117.04545,-25350,-15026,-19587,-17598,-13564,-10885,-4791,-8453,-13441,-13704,-13899,-13308,"2018, 2022, 2023"
Metals,HINDALCO,Financing_CF,,10278,1493,-2437,-8862,-5552,-16412,-5466,6656,-4882,-6765,-10450,-10817,-5968.636363,"2013, 2014, 2021, 2024, 2025"
