Industry,Company,Financial_Metric,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Energy,NTPC,Expenses,,,,,,,,53370.0,58603.0,62605.0,54829.0,60445.0,65598.0,77576.0,77878.0,77487.0,92307.0,128611.0,127045.0
Energy,NTPC,Interest,,,,,,,,2491.0,3263.0,3669.0,3366.0,3753.0,4447.0,5605.0,8189.0,9224.0,9376.0,11447.0,12301.0
Energy,NTPC,Other Income,,,,,,,,4777.0,2792.0,2338.0,1188.0,1592.0,5576.0,2818.0,8209.0,5021.0,4809.0,2561.0,5190.0
Energy,NTPC,Pat,,,,,,,,12586.0,11403.0,9992.0,10781.0,10714.0,10502.0,14034.0,11902.0,14969.0,16960.0,17121.0,21332.0
Energy,NTPC,Pbt,,,,,,,,16611.0,14486.0,10456.0,10618.0,13426.0,16154.0,11255.0,21250.0,17390.0,22007.0,23917.0,28142.0
Energy,NTPC,Revenue,,,,,,,,71518.0,78330.0,79957.0,73396.0,82042.0,88083.0,100287.0,109464.0,111531.0,132669.0,176207.0,178501.0
Energy,POWERGRID,Depreciation,,,,,,,,3428.0,4079.0,5173.0,6182.0,7722.0,9231.0,10541.0,11607.0,12039.0,12872.0,13333.0,13095.0
Energy,POWERGRID,Ebit,,,,,,,,10837.0,12967.0,14927.0,18184.0,22450.0,25961.0,26920.0,32886.0,34906.0,35826.0,39576.0,39826.0
Energy,POWERGRID,Eps In Rs,,,,,,,,5.24,4.89,5.43,6.41,8.01,8.82,10.79,11.89,12.94,18.09,16.58,16.74
Energy,POWERGRID,Expenses,,,,,,,,2244.0,2588.0,2613.0,2468.0,3247.0,3993.0,8140.0,4858.0,4734.0,5796.0,6028.0,6017.0
Energy,POWERGRID,Interest,,,,,,,,2599.0,3254.0,4081.0,5086.0,6204.0,7324.0,8737.0,9509.0,8135.0,8036.0,9634.0,8773.0
Energy,POWERGRID,Other Income,,,,,,,,966.0,725.0,731.0,656.0,933.0,4065.0,1505.0,2820.0,769.0,4692.0,1093.0,556.0
Energy,POWERGRID,Pat,,,,,,,,4313.0,4548.0,5046.0,5959.0,7451.0,8204.0,10034.0,11059.0,12036.0,16824.0,15420.0,15573.0
Energy,POWERGRID,Pbt,,,,,,,,5776.0,6359.0,6404.0,7572.0,9457.0,13471.0,9147.0,14590.0,15501.0,19610.0,17702.0,18514.0
Energy,POWERGRID,Revenue,,,,,,,,13081.0,15555.0,17540.0,20652.0,25697.0,29954.0,35059.0,37744.0,39640.0,41622.0,45603.0,45843.0
Energy,RELIANCE,Depreciation,,,,,,,,11232.0,11201.0,11547.0,11565.0,11646.0,16706.0,20934.0,22203.0,26572.0,29782.0,40303.0,50832.0
Energy,RELIANCE,Ebit,,,,,,,,33155.0,34935.0,37449.0,41781.0,46307.0,64315.0,84250.0,89266.0,80790.0,108581.0,142318.0,162498.0
Energy,RELIANCE,Eps In Rs,,,,,,,,15.16,16.31,17.07,21.51,21.55,26.69,29.28,29.1,38.75,44.87,49.29,51.45
Energy,RELIANCE,Expenses,,,,,,,,362802.0,398586.0,336923.0,230802.0,257647.0,326508.0,484087.0,507413.0,385517.0,586092.0,734078.0,736543.0
Energy,RELIANCE,Interest,,,,,,,,3463.0,3836.0,3316.0,3691.0,3849.0,8052.0,16495.0,22027.0,21189.0,14584.0,19571.0,23118.0
Energy,RELIANCE,Other Income,,,,,,,,7757.0,8865.0,8528.0,12212.0,9222.0,9869.0,8406.0,8570.0,22432.0,19600.0,12020.0,16179.0
Energy,RELIANCE,Pat,,,,,,,,20886.0,22548.0,23640.0,29861.0,29833.0,36080.0,39837.0,39880.0,53739.0,67845.0,74088.0,79020.0
Energy,RELIANCE,Pbt,,,,,,,,26217.0,28763.0,31114.0,38737.0,40034.0,49426.0,55227.0,53606.0,55461.0,83815.0,94464.0,104727.0
Energy,RELIANCE,Revenue,,,,,,,,395957.0,433521.0,374372.0,272583.0,303954.0,390823.0,568337.0,596679.0,466307.0,694673.0,876396.0,899041.0
Energy,TATAPOWER,Depreciation,,,,,,,,2052.0,2730.0,2174.0,1649.0,1956.0,2346.0,2393.0,2634.0,2745.0,3122.0,3439.0,3786.0
Energy,TATAPOWER,Ebit,,,,,,,,5595.0,6916.0,6301.0,2105.0,5473.0,2295.0,3070.0,6805.0,6921.0,7031.0,7728.0,10735.0
Energy,TATAPOWER,Eps In Rs,,,,,,,,-0.32,-0.96,0.62,2.45,3.31,8.9,8.71,3.76,3.53,5.45,10.44,11.57
Energy,TATAPOWER,Expenses,,,,,,,,27583.0,28810.0,27292.0,27389.0,22114.0,24545.0,26811.0,22331.0,25782.0,35785.0,47381.0,50714.0
Energy,TATAPOWER,Interest,,,,,,,,2642.0,3440.0,3699.0,3236.0,3365.0,3761.0,4170.0,4494.0,4010.0,3859.0,4372.0,4633.0
Energy,TATAPOWER,Other Income,,,,,,,,375.0,229.0,1056.0,4060.0,1297.0,6586.0,7186.0,2280.0,1775.0,2486.0,5540.0,3416.0
Energy,TATAPOWER,Pat,,,,,,,,123.0,12.0,457.0,786.0,1100.0,2611.0,2606.0,1316.0,1439.0,2156.0,3810.0,4280.0
Energy,TATAPOWER,Pbt,,,,,,,,1277.0,975.0,1484.0,1281.0,1450.0,2773.0,3693.0,1958.0,1941.0,2535.0,5457.0,5732.0
Energy,TATAPOWER,Revenue,,,,,,,,33177.0,35726.0,33593.0,29494.0,27588.0,26840.0,29881.0,29136.0,32703.0,42816.0,55109.0,61449.0
Energy,ADANIGREEN,Net Margin %,,,,,,,,,,,,-9.36,-9.32,-23.08,-2.67,5.83,9.53,12.51,13.67
Energy,ADANIPOWER,Net Margin %,,,,,,,,-34.29,-1.9,-4.37,2.17,-27.3,-10.36,-4.12,-8.6,4.84,17.73,27.67,41.37
Energy,ADANIPOWER,Revenue CAGR %,,,,,,,,,,,,,,,,,,,20.14
Energy,ADANIPOWER,PAT CAGR %,,,,,,,,,,,,,,,,,,,-22.2
Energy,BPCL,Net Margin %,,,,,,,,0.8,1.53,2.09,4.31,4.72,4.15,2.86,1.29,7.52,3.37,0.45,5.99
Energy,BPCL,Revenue CAGR %,,,,,,,,,,,,,,,,,,,5.75
Energy,BPCL,PAT CAGR %,,,,,,,,,,,,,,,,,,,27.01
Energy,GAIL,Net Margin %,,,,,,,,8.57,7.75,5.22,3.6,6.95,8.82,8.6,13.12,10.71,13.26,3.84,7.43
Energy,GAIL,Revenue CAGR %,,,,,,,,,,,,,,,,,,,9.13
Energy,GAIL,PAT CAGR %,,,,,,,,,,,,,,,,,,,7.73
Energy,IOC,Net Margin %,,,,,,,,0.79,1.43,1.08,3.59,5.74,5.37,3.27,-0.39,5.98,4.37,1.39,5.56
Energy,IOC,Revenue CAGR %,,,,,,,,,,,,,,,,,,,4.84
Energy,IOC,PAT CAGR %,,,,,,,,,,,,,,,,,,,25.25
Energy,NTPC,Net Margin %,,,,,,,,17.6,14.56,12.5,14.69,13.06,11.92,13.99,10.87,13.42,12.78,9.72,11.95
Energy,NTPC,Revenue CAGR %,,,,,,,,,,,,,,,,,,,8.67
Energy,NTPC,PAT CAGR %,,,,,,,,,,,,,,,,,,,4.91
Energy,POWERGRID,Net Margin %,,,,,,,,32.97,29.24,28.77,28.85,29.0,27.39,28.62,29.3,30.36,40.42,33.81,33.97
Energy,POWERGRID,Revenue CAGR %,,,,,,,,,,,,,,,,,,,12.08
Energy,POWERGRID,PAT CAGR %,,,,,,,,,,,,,,,,,,,12.38
Energy,RELIANCE,Net Margin %,,,,,,,,5.27,5.2,6.31,10.95,9.81,9.23,7.01,6.68,11.52,9.77,8.45,8.79
Energy,RELIANCE,Revenue CAGR %,,,,,,,,,,,,,,,,,,,7.74
Energy,RELIANCE,PAT CAGR %,,,,,,,,,,,,,,,,,,,12.86
Energy,TATAPOWER,Net Margin %,,,,,,,,0.37,0.03,1.36,2.66,3.99,9.73,8.72,4.52,4.4,5.04,6.91,6.97
Energy,TATAPOWER,Revenue CAGR %,,,,,,,,,,,,,,,,,,,5.76
Energy,TATAPOWER,PAT CAGR %,,,,,,,,,,,,,,,,,,,38.08
Energy,SECTOR_Energy,Sector Net Margin %,,,,,,,,3.57,3.88,4.03,6.98,7.13,7.28,5.86,4.45,9.68,8.05,5.32,8.54
FMCG,ASIANPAINT,Depreciation,,,,,,,,155.0,246.0,266.0,276.0,335.0,360.0,622.0,780.0,791.0,816.0,858.0,853.0
FMCG,ASIANPAINT,Ebit,,,,,,,,1737.0,2004.0,2243.0,2725.0,2994.0,3204.0,3765.0,4157.0,4856.0,4804.0,6260.0,7585.0
FMCG,ASIANPAINT,Eps In Rs,,,,,,,,11.61,12.71,14.54,18.19,20.22,21.26,22.48,28.2,32.73,31.59,42.81,56.92
FMCG,ASIANPAINT,Expenses,,,,,,,,8767.0,10217.0,11372.0,11546.0,12068.0,13621.0,15475.0,16054.0,16857.0,24298.0,28229.0,27910.0
FMCG,ASIANPAINT,Interest,,,,,,,,42.0,48.0,42.0,49.0,37.0,41.0,110.0,102.0,92.0,95.0,144.0,205.0
FMCG,ASIANPAINT,Other Income,,,,,,,,114.0,124.0,142.0,213.0,338.0,336.0,274.0,355.0,332.0,296.0,431.0,821.0
FMCG,ASIANPAINT,Pat,,,,,,,,1160.0,1263.0,1427.0,1803.0,2016.0,2098.0,2208.0,2774.0,3207.0,3085.0,4195.0,5558.0
FMCG,ASIANPAINT,Pbt,,,,,,,,1655.0,1834.0,2077.0,2614.0,2960.0,3138.0,3306.0,3629.0,4304.0,4188.0,5689.0,7348.0
FMCG,ASIANPAINT,Revenue,,,,,,,,10504.0,12220.0,13615.0,14271.0,15062.0,16825.0,19240.0,20211.0,21713.0,29101.0,34489.0,35495.0
FMCG,BERGEPAINT,Depreciation,,,,,,,,57.0,71.0,92.0,99.0,108.0,124.0,182.0,191.0,211.0,227.0,264.0,331.0
FMCG,BERGEPAINT,Ebit,,,,,,,,371.0,431.0,511.0,645.0,719.0,807.0,935.0,1053.0,1182.0,1331.0,1478.0,1861.0
FMCG,BERGEPAINT,Eps In Rs,,,,,,,,1.88,2.14,2.27,3.18,4.07,3.95,4.24,5.64,6.17,7.14,7.37,10.02
FMCG,BERGEPAINT,Expenses,,,,,,,,2856.0,3300.0,3659.0,3578.0,3833.0,4359.0,5127.0,5313.0,5635.0,7431.0,9090.0,9338.0
FMCG,BERGEPAINT,Interest,,,,,,,,38.0,47.0,50.0,27.0,16.0,25.0,47.0,47.0,44.0,51.0,99.0,78.0
FMCG,BERGEPAINT,Other Income,,,,,,,,31.0,36.0,36.0,40.0,108.0,46.0,60.0,69.0,51.0,68.0,48.0,105.0
FMCG,BERGEPAINT,Pat,,,,,,,,218.0,249.0,265.0,371.0,474.0,461.0,494.0,656.0,720.0,833.0,860.0,1170.0
FMCG,BERGEPAINT,Pbt,,,,,,,,308.0,350.0,404.0,559.0,703.0,705.0,765.0,883.0,979.0,1122.0,1162.0,1557.0
FMCG,BERGEPAINT,Revenue,,,,,,,,3227.0,3732.0,4170.0,4223.0,4552.0,5166.0,6062.0,6366.0,6818.0,8762.0,10568.0,11199.0
FMCG,BRITANNIA,Depreciation,,,,,,,,73.0,83.0,144.0,113.0,119.0,142.0,162.0,185.0,198.0,201.0,226.0,300.0
FMCG,BRITANNIA,Ebit,,,,,,,,421.0,627.0,870.0,1224.0,1278.0,1501.0,1732.0,1843.0,2509.0,2201.0,2831.0,3167.0
FMCG,BRITANNIA,Eps In Rs,,,,,,,,10.85,16.48,28.71,34.36,36.85,41.83,48.23,58.33,77.38,63.31,96.39,88.84
FMCG,BRITANNIA,Expenses,,,,,,,,5765.0,6286.0,6988.0,7174.0,7776.0,8413.0,9322.0,9756.0,10627.0,11935.0,13470.0,13603.0
FMCG,BRITANNIA,Interest,,,,,,,,41.0,8.0,4.0,5.0,5.0,8.0,9.0,77.0,111.0,144.0,169.0,164.0
FMCG,BRITANNIA,Other Income,,,,,,,,52.0,34.0,228.0,115.0,151.0,166.0,206.0,263.0,313.0,222.0,597.0,211.0
FMCG,BRITANNIA,Pat,,,,,,,,260.0,395.0,689.0,825.0,885.0,1004.0,1155.0,1394.0,1851.0,1516.0,2316.0,2134.0
FMCG,BRITANNIA,Pbt,,,,,,,,358.0,569.0,950.0,1220.0,1304.0,1518.0,1768.0,1844.0,2514.0,2078.0,3033.0,2913.0
FMCG,BRITANNIA,Revenue,,,,,,,,6185.0,6913.0,7858.0,8397.0,9054.0,9914.0,11055.0,11600.0,13136.0,14136.0,16301.0,16769.0
FMCG,COLPAL,Depreciation,43.0,20.0,21.0,28.0,31.0,,,,,,,,,,,,,,
FMCG,COLPAL,Ebit,180.0,199.0,251.0,287.0,434.0,,,,,,,,,,,,,,
FMCG,COLPAL,Eps In Rs,5.15,5.46,8.67,10.51,15.96,,,,,,,,,,,,,,
FMCG,COLPAL,Expenses,949.0,1091.0,1219.0,1411.0,1525.0,,,,,,,,,,,,,,
FMCG,COLPAL,Interest,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
FMCG,COLPAL,Other Income,55.0,17.0,77.0,91.0,98.0,,,,,,,,,,,,,,
FMCG,COLPAL,Pat,140.0,148.0,237.0,288.0,436.0,,,,,,,,,,,,,,
FMCG,COLPAL,Pbt,191.0,195.0,306.0,349.0,500.0,,,,,,,,,,,,,,
FMCG,COLPAL,Revenue,1129.0,1291.0,1470.0,1698.0,1960.0,,,,,,,,,,,,,,
FMCG,DABUR,Depreciation,,,,,,,,85.0,97.0,115.0,133.0,143.0,162.0,177.0,220.0,240.0,253.0,311.0,399.0
FMCG,DABUR,Ebit,,,,,,,,992.0,1162.0,1320.0,1518.0,1512.0,1617.0,1740.0,1792.0,2002.0,2252.0,2162.0,2400.0
FMCG,DABUR,Eps In Rs,,,,,,,,4.38,5.24,6.07,7.11,7.25,7.69,8.17,8.18,9.58,9.84,9.64,10.4
FMCG,DABUR,Expenses,,,,,,,,5148.0,5897.0,6475.0,6261.0,6102.0,6104.0,6775.0,6892.0,7560.0,8637.0,9367.0,10004.0
FMCG,DABUR,Interest,,,,,,,,59.0,54.0,40.0,48.0,54.0,53.0,60.0,50.0,31.0,39.0,78.0,124.0
FMCG,DABUR,Other Income,,,,,,,,100.0,126.0,154.0,217.0,296.0,291.0,222.0,205.0,325.0,308.0,445.0,482.0
FMCG,DABUR,Pat,,,,,,,,766.0,916.0,1068.0,1254.0,1280.0,1358.0,1446.0,1448.0,1695.0,1742.0,1701.0,1811.0
FMCG,DABUR,Pbt,,,,,,,,948.0,1136.0,1319.0,1554.0,1611.0,1693.0,1725.0,1728.0,2056.0,2269.0,2219.0,2359.0
FMCG,DABUR,Revenue,,,,,,,,6140.0,7058.0,7795.0,7780.0,7614.0,7722.0,8515.0,8685.0,9562.0,10889.0,11530.0,12404.0
FMCG,GODREJCP,Depreciation,,,,,,,,77.0,82.0,91.0,101.0,142.0,156.0,170.0,197.0,204.0,210.0,236.0,241.0
FMCG,GODREJCP,Ebit,,,,,,,,995.0,1169.0,1379.0,1657.0,1907.0,2084.0,2132.0,2154.0,2399.0,2409.0,2443.0,2957.0
FMCG,GODREJCP,Eps In Rs,,,,,,,,7.8,7.44,8.88,8.1,12.76,15.99,22.91,14.64,16.83,17.44,16.65,-5.48
FMCG,GODREJCP,Expenses,,,,,,,,5417.0,6430.0,6894.0,6766.0,7361.0,7763.0,8183.0,7757.0,8629.0,9867.0,10873.0,11139.0
FMCG,GODREJCP,Interest,,,,,,,,87.0,120.0,112.0,128.0,154.0,173.0,238.0,228.0,138.0,122.0,188.0,310.0
FMCG,GODREJCP,Other Income,,,,,,,,194.0,62.0,73.0,-262.0,76.0,283.0,362.0,32.0,23.0,78.0,114.0,-2209.0
FMCG,GODREJCP,Pat,,,,,,,,845.0,819.0,976.0,831.0,1308.0,1634.0,2342.0,1497.0,1721.0,1783.0,1702.0,-561.0
FMCG,GODREJCP,Pbt,,,,,,,,1025.0,1030.0,1249.0,1167.0,1687.0,2039.0,2085.0,1760.0,2080.0,2155.0,2133.0,198.0
FMCG,GODREJCP,Revenue,,,,,,,,6412.0,7599.0,8273.0,8424.0,9268.0,9847.0,10314.0,9911.0,11029.0,12276.0,13316.0,14096.0
FMCG,HINDUNILVR,Depreciation,,,,,,,,251.0,296.0,322.0,353.0,432.0,520.0,565.0,1002.0,1074.0,1091.0,1137.0,1216.0
FMCG,HINDUNILVR,Ebit,,,,,,,,4220.0,4759.0,5412.0,5910.0,6328.0,7499.0,8880.0,9861.0,11626.0,12857.0,14147.0,14659.0
FMCG,HINDUNILVR,Eps In Rs,,,,,,,,17.71,18.24,20.17,19.18,20.68,24.09,27.97,31.17,34.03,37.79,43.07,43.74
FMCG,HINDUNILVR,Expenses,,,,,,,,22784.0,24475.0,26560.0,26276.0,26834.0,28046.0,30430.0,29922.0,35402.0,39589.0,46433.0,47237.0
FMCG,HINDUNILVR,Interest,,,,,,,,26.0,41.0,18.0,17.0,35.0,26.0,33.0,118.0,117.0,106.0,114.0,334.0
FMCG,HINDUNILVR,Other Income,,,,,,,,1123.0,792.0,1247.0,486.0,606.0,353.0,322.0,424.0,170.0,219.0,448.0,817.0
FMCG,HINDUNILVR,Pat,,,,,,,,3839.0,3956.0,4376.0,4151.0,4490.0,5227.0,6060.0,6756.0,7999.0,8892.0,10143.0,10282.0
FMCG,HINDUNILVR,Pbt,,,,,,,,5066.0,5215.0,6320.0,6026.0,6467.0,7306.0,8604.0,9165.0,10605.0,11879.0,13344.0,13926.0
FMCG,HINDUNILVR,Revenue,,,,,,,,27004.0,29234.0,31972.0,32186.0,33162.0,35545.0,39310.0,39783.0,47028.0,52446.0,60580.0,61896.0
FMCG,ITC,Depreciation,,,,,,,,859.0,965.0,1028.0,1077.0,1153.0,1236.0,1397.0,1645.0,1646.0,1732.0,1809.0,1816.0
FMCG,ITC,Ebit,,,,,,,,11221.0,13080.0,14252.0,14531.0,15470.0,16521.0,18537.0,19344.0,17065.0,20623.0,25704.0,26233.0
FMCG,ITC,Eps In Rs,,,,,,,,6.42,7.45,8.04,7.74,8.47,9.24,10.27,12.45,10.69,12.37,15.44,16.39
FMCG,ITC,Expenses,,,,,,,,20398.0,22227.0,24566.0,24661.0,27298.0,26928.0,29802.0,30044.0,32193.0,40021.0,45215.0,44634.0
FMCG,ITC,Interest,,,,,,,,108.0,29.0,91.0,78.0,49.0,115.0,71.0,81.0,58.0,60.0,78.0,80.0
FMCG,ITC,Other Income,,,,,,,,852.0,966.0,1229.0,1483.0,1759.0,2240.0,2080.0,2417.0,2577.0,1910.0,2098.0,2804.0
FMCG,ITC,Pat,,,,,,,,7704.0,9001.0,9779.0,9501.0,10477.0,11493.0,12836.0,15593.0,13383.0,15503.0,19477.0,20751.0
FMCG,ITC,Pbt,,,,,,,,11106.0,13052.0,14362.0,14859.0,16026.0,17409.0,19150.0,20035.0,17938.0,20740.0,25915.0,27140.0
FMCG,ITC,Revenue,,,,,,,,31618.0,35306.0,38817.0,39192.0,42768.0,43449.0,48340.0,49388.0,49257.0,60645.0,70919.0,70866.0
FMCG,MARICO,Depreciation,,,,,,,,87.0,77.0,84.0,95.0,90.0,89.0,131.0,140.0,139.0,139.0,155.0,158.0
FMCG,MARICO,Ebit,,,,,,,,626.0,748.0,870.0,1051.0,1159.0,1137.0,1325.0,1469.0,1589.0,1681.0,1810.0,2026.0
FMCG,MARICO,Eps In Rs,,,,,,,,3.07,3.76,4.45,5.51,6.19,6.31,8.63,7.91,9.08,9.48,10.07,11.44
FMCG,MARICO,Expenses,,,,,,,,3970.0,3939.0,4863.0,4966.0,4759.0,5185.0,6009.0,5846.0,6459.0,7831.0,7954.0,7627.0
FMCG,MARICO,Interest,,,,,,,,58.0,34.0,23.0,21.0,17.0,16.0,40.0,50.0,34.0,39.0,56.0,73.0
FMCG,MARICO,Other Income,,,,,,,,70.0,58.0,59.0,93.0,96.0,85.0,103.0,95.0,107.0,98.0,144.0,142.0
FMCG,MARICO,Pat,,,,,,,,406.0,504.0,585.0,723.0,811.0,827.0,1131.0,1043.0,1199.0,1255.0,1322.0,1502.0
FMCG,MARICO,Pbt,,,,,,,,552.0,695.0,822.0,1029.0,1149.0,1117.0,1257.0,1374.0,1523.0,1601.0,1743.0,1937.0
FMCG,MARICO,Revenue,,,,,,,,4596.0,4687.0,5733.0,6017.0,5918.0,6322.0,7334.0,7315.0,8048.0,9512.0,9764.0,9653.0
FMCG,NESTLEIND,Depreciation,,,,,,,,,,,,,,,,,,429.0,
FMCG,NESTLEIND,Ebit,,,,,,,,,,,,,,,,,,4471.0,
FMCG,NESTLEIND,Eps In Rs,,,,,,,,,,,,,,,,,,31.1,
FMCG,NESTLEIND,Expenses,,,,,,,,,,,,,,,,,,14655.0,
FMCG,NESTLEIND,Interest,,,,,,,,,,,,,,,,,,119.0,
FMCG,NESTLEIND,Other Income,,,,,,,,,,,,,,,,,,116.0,
FMCG,NESTLEIND,Pat,,,,,,,,,,,,,,,,,,2999.0,
FMCG,NESTLEIND,Pbt,,,,,,,,,,,,,,,,,,4038.0,
FMCG,NESTLEIND,Revenue,,,,,,,,,,,,,,,,,,19126.0,
FMCG,ASIANPAINT,Net Margin %,,,,,,,,11.04,10.34,10.48,12.63,13.38,12.47,11.48,13.73,14.77,10.6,12.16,15.66
FMCG,BERGEPAINT,Net Margin %,,,,,,,,6.76,6.67,6.35,8.79,10.41,8.92,8.15,10.3,10.56,9.51,8.14,10.45
FMCG,BRITANNIA,Net Margin %,,,,,,,,4.2,5.71,8.77,9.82,9.77,10.13,10.45,12.02,14.09,10.72,14.21,12.73
FMCG,COLPAL,Net Margin %,12.4,11.46,16.12,16.96,22.24,,,,,,,,,,,,,,
FMCG,DABUR,Net Margin %,,,,,,,,12.48,12.98,13.7,16.12,16.81,17.59,16.98,16.67,17.73,16.0,14.75,14.6
FMCG,GODREJCP,Net Margin %,,,,,,,,13.18,10.78,11.8,9.86,14.11,16.59,22.71,15.1,15.6,14.52,12.78,-3.98
FMCG,HINDUNILVR,Net Margin %,,,,,,,,14.22,13.53,13.69,12.9,13.54,14.71,15.42,16.98,17.01,16.95,16.74,16.61
FMCG,ITC,Net Margin %,,,,,,,,24.37,25.49,25.19,24.24,24.5,26.45,26.55,31.57,27.17,25.56,27.46,29.28
FMCG,MARICO,Net Margin %,,,,,,,,8.83,10.75,10.2,12.02,13.7,13.08,15.42,14.26,14.9,13.19,13.54,15.56
FMCG,NESTLEIND,Net Margin %,,,,,,,,,,,,,,,,,,15.68,
FMCG,SECTOR_FMCG,Sector Net Margin %,12.4,11.46,16.12,16.96,22.24,,,15.88,16.02,16.21,16.15,17.07,17.88,18.43,20.33,19.07,17.5,18.13,18.35
Infrastructure,ADANIENT,Depreciation,,,,,,,,2298.0,3223.0,3522.0,314.0,315.0,664.0,390.0,472.0,537.0,1248.0,2436.0,3042.0
Infrastructure,ADANIENT,Ebit,,,,,,,,6021.0,9383.0,12450.0,1684.0,1902.0,2038.0,1969.0,2294.0,2506.0,3714.0,8818.0,11377.0
Infrastructure,ADANIENT,Eps In Rs,,,,,,,,14.67,20.19,17.71,9.19,8.98,6.89,6.52,10.35,8.39,7.06,21.61,28.42
Infrastructure,ADANIENT,Expenses,,,,,,,,40354.0,45564.0,52015.0,32325.0,34631.0,33886.0,38409.0,41108.0,37031.0,65707.0,118722.0,85044.0
Infrastructure,ADANIENT,Interest,,,,,,,,3492.0,5703.0,7056.0,1357.0,1257.0,1250.0,1625.0,1572.0,1377.0,2526.0,3969.0,4555.0
Infrastructure,ADANIENT,Other Income,,,,,,,,1775.0,1157.0,792.0,1044.0,749.0,363.0,504.0,872.0,494.0,1012.0,834.0,1146.0
Infrastructure,ADANIENT,Pat,,,,,,,,1218.0,2646.0,2298.0,1000.0,925.0,594.0,506.0,1040.0,1046.0,788.0,2422.0,3335.0
Infrastructure,ADANIENT,Pbt,,,,,,,,2005.0,1614.0,2663.0,1056.0,1079.0,487.0,459.0,1122.0,1086.0,952.0,3247.0,4926.0
Infrastructure,ADANIENT,Revenue,,,,,,,,46375.0,54947.0,64465.0,34008.0,36533.0,35924.0,40379.0,43403.0,39537.0,69420.0,127540.0,96421.0
Infrastructure,IRB,Depreciation,,,,,,,,442.0,477.0,707.0,853.0,855.0,544.0,540.0,468.0,582.0,683.0,832.0,995.0
Infrastructure,IRB,Ebit,,,,,,,,1639.0,1759.0,2218.0,2667.0,3057.0,2689.0,2944.0,2965.0,2352.0,2575.0,3130.0,3022.0
Infrastructure,IRB,Eps In Rs,,,,,,,,1.67,1.38,1.54,1.82,2.04,2.62,2.42,2.05,0.33,0.6,1.19,1.0
Infrastructure,IRB,Expenses,,,,,,,,2048.0,1973.0,1631.0,2461.0,2789.0,3005.0,3763.0,3887.0,2947.0,3229.0,3271.0,4387.0
Infrastructure,IRB,Interest,,,,,,,,624.0,760.0,937.0,1070.0,1342.0,976.0,1126.0,1574.0,1697.0,1894.0,1521.0,1868.0
Infrastructure,IRB,Other Income,,,,,,,,133.0,120.0,113.0,127.0,123.0,295.0,196.0,252.0,189.0,552.0,300.0,793.0
Infrastructure,IRB,Pat,,,,,,,,554.0,460.0,542.0,640.0,715.0,920.0,850.0,721.0,117.0,361.0,720.0,606.0
Infrastructure,IRB,Pbt,,,,,,,,707.0,642.0,686.0,870.0,984.0,1464.0,1473.0,1175.0,262.0,550.0,1077.0,951.0
Infrastructure,IRB,Revenue,,,,,,,,3687.0,3732.0,3849.0,5128.0,5846.0,5694.0,6707.0,6852.0,5299.0,5804.0,6402.0,7409.0
Infrastructure,NCC,Depreciation,,,,,,,,228.0,235.0,277.0,248.0,203.0,172.0,193.0,199.0,181.0,187.0,203.0,212.0
Infrastructure,NCC,Ebit,,,,,,,,823.0,758.0,1000.0,987.0,675.0,873.0,1592.0,1077.0,919.0,1028.0,1459.0,1769.0
Infrastructure,NCC,Eps In Rs,,,,,,,,1.01,0.06,0.97,2.17,0.57,2.81,9.63,5.52,4.4,7.91,9.7,11.32
Infrastructure,NCC,Expenses,,,,,,,,6146.0,6514.0,8513.0,8540.0,8326.0,7518.0,11303.0,7824.0,7030.0,10110.0,14094.0,19076.0
Infrastructure,NCC,Interest,,,,,,,,595.0,654.0,737.0,643.0,513.0,460.0,522.0,554.0,480.0,478.0,515.0,595.0
Infrastructure,NCC,Other Income,,,,,,,,91.0,105.0,127.0,71.0,87.0,-23.0,17.0,63.0,105.0,272.0,144.0,99.0
Infrastructure,NCC,Pat,,,,,,,,45.0,-9.0,48.0,82.0,8.0,139.0,568.0,314.0,283.0,494.0,646.0,740.0
Infrastructure,NCC,Pbt,,,,,,,,90.0,-27.0,113.0,167.0,46.0,219.0,894.0,387.0,363.0,635.0,885.0,1061.0
Infrastructure,NCC,Revenue,,,,,,,,6968.0,7272.0,9513.0,9527.0,9001.0,8391.0,12896.0,8901.0,7949.0,11138.0,15553.0,20845.0
Infrastructure,ADANIENT,Net Margin %,,,,,,,,2.63,4.82,3.56,2.94,2.53,1.65,1.25,2.4,2.65,1.14,1.9,3.46
Infrastructure,ADANIENT,Revenue CAGR %,,,,,,,,,,,,,,,,,,,6.88
Infrastructure,ADANIENT,PAT CAGR %,,,,,,,,,,,,,,,,,,,9.59
Infrastructure,IRB,Net Margin %,,,,,,,,15.03,12.33,14.08,12.48,12.23,16.16,12.67,10.52,2.21,6.22,11.25,8.18
Infrastructure,IRB,Revenue CAGR %,,,,,,,,,,,,,,,,,,,6.55
Infrastructure,IRB,PAT CAGR %,,,,,,,,,,,,,,,,,,,0.82
Infrastructure,NCC,Net Margin %,,,,,,,,0.65,-0.12,0.5,0.86,0.09,1.66,4.4,3.53,3.56,4.44,4.15,3.55
Infrastructure,NCC,Revenue CAGR %,,,,,,,,,,,,,,,,,,,10.47
